gene,freq
PLFEKH_00015,0.61527363404175
PLFEKH_00020,0.501285877485278
PLFEKH_00025,0.68087146283672
PLFEKH_00040,0.587409812409812
PLFEKH_00080,0.395151546796284
PLFEKH_00100,0.469053848240505
PLFEKH_00205,0.502378766100087
PLFEKH_00215,0.577256156102406
PLFEKH_00275,0.453248044002644
PLFEKH_00290,0.578644285997227
PLFEKH_00295,0.476025281907635
PLFEKH_00300,0.526040490266634
PLFEKH_00315,0.352242583929456
PLFEKH_00360,0.430792537378215
PLFEKH_00365,0.381090668590669
PLFEKH_00380,0.4198642742121
PLFEKH_00390,0.483216688853944
PLFEKH_00455,0.465687577529683
PLFEKH_00460,0.636731355971552
PLFEKH_00470,0.553511979124724
PLFEKH_00480,0.396410533910534
PLFEKH_00485,0.542900454665161
PLFEKH_00495,0.654995943598885
PLFEKH_00560,0.571674556762276
PLFEKH_00565,0.634733707880722
PLFEKH_00605,0.473469764478536
PLFEKH_00710,0.488251898791114
PLFEKH_00715,0.455483973347105
PLFEKH_00725,0.453825747027501
PLFEKH_00730,0.404470991970992
PLFEKH_00750,0.494244851152746
PLFEKH_00755,0.414395308787157
PLFEKH_00770,0.428946743639726
PLFEKH_00780,0.652770531937199
PLFEKH_00785,0.6691451201446
PLFEKH_00830,0.454325767022911
PLFEKH_00865,0.50159672300446
PLFEKH_00900,0.532079263329263
PLFEKH_00910,0.440860923278559
PLFEKH_00960,0.566951479892656
PLFEKH_00970,0.471117882998056
PLFEKH_00975,0.571435320617946
PLFEKH_00980,0.48396061163447
PLFEKH_00985,0.598327870386694
PLFEKH_00990,0.387814962814963
PLFEKH_00995,0.436873812950457
PLFEKH_01005,0.522600989545434
PLFEKH_01020,0.54457297721897
PLFEKH_01025,0.407101999583884
PLFEKH_01145,0.574345364182489
PLFEKH_01155,0.659750093628588
PLFEKH_01165,0.526382181287523
PLFEKH_01195,0.48138199161806
PLFEKH_01225,0.537148342212683
PLFEKH_01290,0.457327240660574
PLFEKH_01315,0.477424059690902
PLFEKH_01345,0.538870504495504
PLFEKH_01350,0.573852230636328
PLFEKH_01355,0.637811216990784
PLFEKH_01360,0.630303841001781
PLFEKH_01370,0.593220205720206
PLFEKH_01380,0.584134941435524
PLFEKH_01395,0.604221076959506
PLFEKH_01425,0.504378236705823
PLFEKH_01470,0.508279837446504
PLFEKH_01500,0.471404515536885
PLFEKH_01510,0.514044509070094
PLFEKH_01520,0.57389458032574
PLFEKH_01525,0.443484223905611
PLFEKH_01530,0.532576850807045
PLFEKH_01540,0.50501625567415
PLFEKH_01575,0.514468280370354
PLFEKH_01580,0.538401033074261
PLFEKH_01585,0.497277123687364
PLFEKH_01620,0.588041640660683
PLFEKH_01630,0.570009731175289
PLFEKH_01645,0.547917954215908
PLFEKH_01650,0.671475209596555
PLFEKH_01655,0.414429547986666
PLFEKH_01660,0.621178050344717
PLFEKH_01670,0.393165784832452
PLFEKH_01675,0.480650571759637
PLFEKH_01685,0.552275972255402
PLFEKH_01710,0.404592293519629
PLFEKH_01720,0.394086112824354
PLFEKH_01740,0.555373221549692
PLFEKH_01770,0.51688170217582
PLFEKH_01820,0.525108943726075
PLFEKH_01835,0.669220667560736
PLFEKH_01840,0.586495559887373
PLFEKH_01870,0.481488970743357
PLFEKH_01875,0.444348533278739
PLFEKH_01890,0.549141789582966
PLFEKH_01900,0.429421626132152
PLFEKH_01905,0.611784433261513
PLFEKH_01935,0.58529526029526
PLFEKH_01970,0.67827019105327
PLFEKH_02085,0.647509800141379
PLFEKH_02170,0.465986504711995
PLFEKH_02195,0.601675898029527
PLFEKH_02225,0.444898710333506
PLFEKH_02230,0.379460816960817
PLFEKH_02245,0.323597081930415
PLFEKH_02355,0.649895329375333
PLFEKH_02385,0.459909645244613
PLFEKH_02395,0.411279411352936
PLFEKH_02405,0.644908021441861
PLFEKH_02415,0.430149835258194
PLFEKH_02420,0.457140204641104
PLFEKH_02445,0.49355172109223
PLFEKH_02450,0.504507203858655
PLFEKH_02470,0.526482121569504
PLFEKH_02475,0.421889838556505
PLFEKH_02490,0.427732958056463
PLFEKH_02515,0.506715588333235
PLFEKH_02530,0.378119920807829
PLFEKH_02570,0.530564032958669
PLFEKH_02630,0.649935985377807
PLFEKH_02635,0.607748241832968
PLFEKH_02640,0.440186881020214
PLFEKH_02645,0.447662076481166
PLFEKH_02670,0.423680078091843
PLFEKH_02685,0.509443524884701
PLFEKH_02700,0.466031216682037
PLFEKH_02725,0.477980010185893
PLFEKH_02735,0.334746734746735
PLFEKH_02765,0.564298389480553
PLFEKH_02775,0.497018522508719
PLFEKH_02795,0.586256369770862
PLFEKH_02800,0.449383957457961
PLFEKH_02820,0.634059387290777
PLFEKH_02825,0.450871659204993
PLFEKH_02830,0.582294167820484
PLFEKH_02850,0.544982531400903
PLFEKH_02865,0.612340390652958
PLFEKH_02870,0.642533645260048
PLFEKH_02885,0.547554451721118
PLFEKH_02900,0.714373564246954
PLFEKH_02905,0.406067643429235
PLFEKH_02915,0.666885451892836
PLFEKH_02925,0.523056958473625
PLFEKH_02930,0.509983766233766
PLFEKH_02935,0.48589270147774
PLFEKH_02990,0.48953342631663
PLFEKH_03130,0.471873409735729
PLFEKH_03135,0.570848915768336
PLFEKH_03145,0.624958972761384
PLFEKH_03155,0.468590619473533
PLFEKH_03165,0.453341809334456
PLFEKH_03175,0.388964104160183
PLFEKH_03180,0.427394445920661
PLFEKH_03195,0.546905871905872
PLFEKH_03245,0.532641902378745
PLFEKH_03250,0.676484857184237
PLFEKH_03265,0.582832971584298
PLFEKH_03275,0.505343428712994
PLFEKH_03290,0.537213376674161
PLFEKH_03355,0.487675154366331
PLFEKH_03360,0.432645799792511
PLFEKH_03370,0.482443174109841
PLFEKH_03385,0.673652640666969
PLFEKH_03390,0.445977812583205
PLFEKH_03400,0.514105722727341
PLFEKH_03450,0.478214243179455
PLFEKH_03460,0.55988544634378
PLFEKH_03465,0.469679802614864
PLFEKH_03470,0.520981349804879
PLFEKH_03560,0.543767754878866
PLFEKH_03565,0.691641865079365
PLFEKH_03570,0.526868537972617
PLFEKH_03585,0.472365869424693
PLFEKH_03595,0.569833744869839
PLFEKH_03610,0.492148993360779
PLFEKH_03640,0.533051278956243
PLFEKH_03645,0.577061989341771
PLFEKH_03650,0.507417428250762
PLFEKH_03655,0.426914448513176
PLFEKH_03660,0.533173314944928
PLFEKH_03685,0.506875093363076
PLFEKH_03690,0.470041763791764
PLFEKH_03700,0.45607221980201
PLFEKH_03755,0.556450452595048
PLFEKH_03765,0.54096695038724
PLFEKH_03770,0.643432473704232
PLFEKH_03800,0.457843137254902
PLFEKH_03930,0.498600201541378
PLFEKH_03935,0.619417241452554
PLFEKH_03950,0.427046175072491
PLFEKH_03985,0.483267463530621
PLFEKH_04005,0.390140850434968
PLFEKH_04010,0.341664338044044
PLFEKH_04025,0.572400284900285
PLFEKH_04035,0.549669312169312
PLFEKH_04045,0.583633224443044
PLFEKH_04050,0.635540239487608
PLFEKH_04055,0.58190820257398
PLFEKH_04060,0.561029711029711
PLFEKH_04070,0.725481417181736
PLFEKH_04105,0.437447840225618
PLFEKH_04110,0.701537924459358
PLFEKH_04115,0.761204373207727
PLFEKH_04180,0.462401606874263
PLFEKH_04215,0.619424751213922
PLFEKH_04220,0.465615419438949
PLFEKH_04225,0.488166648166648
PLFEKH_04235,0.535462175021375
PLFEKH_04245,0.58164337014807
PLFEKH_04295,0.425288219405866
PLFEKH_04310,0.646857431899377
PLFEKH_04545,0.430166673807025
PLFEKH_04585,0.398229887396554
PLFEKH_04600,0.485165441572685
PLFEKH_04605,0.437918669753465
PLFEKH_04610,0.493312089145422
PLFEKH_04640,0.461347598242287
PLFEKH_04650,0.565151515151515
PLFEKH_04675,0.505493082734765
PLFEKH_04680,0.46348297477238
PLFEKH_04685,0.514299750432143
PLFEKH_04690,0.403122223239483
PLFEKH_04700,0.508089486850186
PLFEKH_04720,0.506143845498065
PLFEKH_04730,0.415552421434774
PLFEKH_04740,0.483452711193939
PLFEKH_04755,0.42384770579215
PLFEKH_04765,0.528620083238246
PLFEKH_04770,0.360008818342152
PLFEKH_04800,0.477828999376821
PLFEKH_04805,0.470564774731441
PLFEKH_04810,0.552395317582044
PLFEKH_04815,0.704245754245754
PLFEKH_04820,0.507655324958683
PLFEKH_04825,0.526062209395543
PLFEKH_04845,0.411253793095225
PLFEKH_04865,0.486484482595594
PLFEKH_04870,0.421561099195933
PLFEKH_04875,0.388053519742116
PLFEKH_04880,0.566733017292406
PLFEKH_04900,0.593665124773531
PLFEKH_04905,0.770269427727008
PLFEKH_04980,0.565887202535669
PLFEKH_04985,0.602179382126147
PLFEKH_05040,0.294781852134793
PLFEKH_05045,0.582423749090416
PLFEKH_05050,0.51318832839268
PLFEKH_05165,0.505264153058271
PLFEKH_05175,0.580114638447972
PLFEKH_05250,0.470961808102331
PLFEKH_05255,0.407049107618576
PLFEKH_05265,0.354109850801027
PLFEKH_05305,0.502850216232569
PLFEKH_05315,0.687536852573085
PLFEKH_05325,0.585413693521138
PLFEKH_05425,0.590714378214378
PLFEKH_05435,0.370505207477144
PLFEKH_05440,0.433767661485053
PLFEKH_05445,0.460703563618898
PLFEKH_05520,0.439549720432073
PLFEKH_05525,0.505136684303351
PLFEKH_05715,0.480416519557611
PLFEKH_05720,0.480630659139431
PLFEKH_05730,0.48613646415504
PLFEKH_05735,0.437774126744715
PLFEKH_05740,0.628372263771009
PLFEKH_05785,0.434801291664037
PLFEKH_05790,0.400922730874422
PLFEKH_05795,0.466859402544886
PLFEKH_05815,0.506617647058824
PLFEKH_05820,0.427880838297505
PLFEKH_05835,0.524560942989736
PLFEKH_05870,0.349399997238923
PLFEKH_05880,0.534359363403481
PLFEKH_05890,0.438356176263399
PLFEKH_05905,0.597715247715248
PLFEKH_05935,0.544219586924399
PLFEKH_05940,0.421148459383754
PLFEKH_05945,0.386845006033603
PLFEKH_05960,0.433494609965198
